,Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,HouseAge,Remodel_Age,is_Remodeled,Total_SF
37,1873,534177210,20,6.0,80.0,9600,2,4,2.0,3,1.0,3,17.0,6.0,5.0,4.0,5.0,7,6,1973,1973,4.0,1.0,9.0,10.0,3.0,320.0,3,3,4.0,3,3,0,5,916.0,1,0.0,326.0,1242.0,5.0,2,1,5,1242,0,0,1242,0.0,0.0,1,1,3,1,3,6,8,1,3,6.0,1973.0,1,2.0,528.0,3,3,2,0,0,0,0,0,0,0,9,2007,6.0,175500,34,0,0,2484.0
38,2125,907135050,20,6.0,60.0,8428,2,2,2.0,3,1.0,3,18.0,6.0,5.0,4.0,5.0,5,7,1994,1994,3.0,1.0,13.0,14.0,2.0,0.0,3,4,6.0,4,4,0,6,420.0,1,0.0,570.0,990.0,5.0,5,1,5,990,0,0,990,1.0,0.0,1,0,3,1,3,5,8,0,0,3.0,1995.0,1,1.0,384.0,3,3,2,256,0,0,0,0,0,0,7,2007,6.0,146000,13,0,0,1980.0
39,1489,908102260,20,6.0,75.0,9937,2,4,2.0,3,1.0,3,6.0,6.0,5.0,4.0,5.0,5,6,1965,1965,3.0,1.0,9.0,10.0,2.0,0.0,4,3,4.0,3,3,0,4,830.0,2,290.0,136.0,1256.0,5.0,4,1,5,1256,0,0,1256,1.0,0.0,1,1,3,1,3,6,8,0,0,6.0,1965.0,3,1.0,276.0,3,3,2,736,68,0,0,0,0,0,6,2008,6.0,147500,43,0,0,2512.0
40,983,923275040,85,6.0,67.0,9101,2,3,2.0,3,3.0,3,13.0,6.0,5.0,4.0,3.0,5,6,1978,1978,3.0,1.0,10.0,11.0,3.0,104.0,3,4,6.0,4,3,3,6,1097.0,1,0.0,0.0,1097.0,5.0,5,1,5,1110,0,0,1110,1.0,0.0,1,0,1,1,4,4,8,1,3,6.0,1978.0,3,2.0,602.0,3,3,2,303,30,0,0,0,0,0,7,2009,6.0,165500,31,0,0,2207.0
41,1325,902406090,50,4.0,81.0,12150,2,4,2.0,3,1.0,3,4.0,6.0,5.0,4.0,2.0,5,5,1954,1954,3.0,1.0,7.0,9.0,3.0,335.0,3,3,2.0,3,3,0,1,0.0,1,0.0,1050.0,1050.0,5.0,5,0,3,1050,745,0,1795,0.0,0.0,2,0,4,1,3,7,8,0,0,6.0,1954.0,1,1.0,352.0,2,3,2,0,0,0,0,0,0,0,11,2008,6.0,131500,54,0,0,2845.0
42,1378,905102170,20,6.0,70.0,11200,2,4,2.0,3,1.0,3,9.0,6.0,5.0,4.0,5.0,5,5,1965,1965,4.0,1.0,9.0,10.0,2.0,0.0,3,3,4.0,3,3,0,3,906.0,1,0.0,134.0,1040.0,5.0,5,1,5,1040,0,0,1040,1.0,0.0,1,0,3,1,3,5,8,0,0,3.0,1965.0,1,1.0,384.0,3,3,2,0,0,0,0,0,0,0,2,2008,6.0,129500,43,0,0,2080.0
43,1537,909281110,70,6.0,100.0,9670,2,3,4.0,3,1.0,2,20.0,6.0,5.0,4.0,7.0,8,6,1935,1950,3.0,1.0,11.0,8.0,5.0,40.0,3,3,6.0,3,2,0,2,210.0,1,0.0,398.0,608.0,5.0,3,1,5,983,890,0,1873,0.0,0.0,1,1,4,1,3,9,8,2,4,3.0,1935.0,3,2.0,786.0,2,3,2,0,0,207,0,0,0,0,6,2008,6.0,257076,73,15,0,2481.0
44,905,909101140,50,6.0,60.0,10998,2,4,2.0,3,1.0,3,6.0,6.0,5.0,4.0,2.0,5,5,1941,1960,3.0,1.0,6.0,5.0,2.0,0.0,3,3,4.0,3,3,0,2,408.0,4,420.0,156.0,984.0,5.0,5,1,5,984,620,0,1604,0.0,0.0,2,0,3,1,3,6,6,0,0,3.0,1977.0,1,2.0,660.0,3,3,2,0,68,0,0,0,0,0,7,2009,6.0,117000,68,19,0,2588.0
45,1532,909275050,70,6.0,60.0,7200,2,4,4.0,3,1.0,2,20.0,6.0,5.0,4.0,7.0,7,6,1931,2000,3.0,1.0,5.0,6.0,2.0,0.0,3,2,2.0,4,3,0,1,0.0,1,0.0,776.0,776.0,5.0,3,1,5,851,651,0,1502,0.0,0.0,1,1,3,1,3,6,8,1,4,6.0,1931.0,2,1.0,270.0,3,3,1,0,0,112,0,0,0,0,2,2008,6.0,149000,77,69,0,2278.0
46,132,534475100,20,6.0,80.0,9920,2,4,2.0,3,1.0,3,12.0,6.0,5.0,4.0,5.0,5,5,1954,1954,3.0,1.0,9.0,10.0,5.0,110.0,3,3,4.0,3,3,0,3,354.0,2,290.0,412.0,1056.0,5.0,3,1,5,1063,0,0,1063,1.0,0.0,1,0,3,1,3,6,8,0,0,6.0,1954.0,2,1.0,280.0,3,3,2,0,0,164,0,0,0,0,2,2010,6.0,128000,56,0,0,2119.0
47,1078,528188090,160,6.0,36.0,2448,2,4,2.0,3,1.0,3,26.0,6.0,5.0,2.0,7.0,7,5,2003,2004,3.0,1.0,13.0,6.0,5.0,106.0,4,3,6.0,4,3,0,1,0.0,1,0.0,764.0,764.0,5.0,5,1,5,764,862,0,1626,0.0,0.0,2,1,2,1,4,6,8,0,0,7.0,2003.0,2,2.0,474.0,3,3,2,0,27,0,0,0,0,0,10,2008,6.0,155000,5,1,1,2390.0
48,2511,533221080,160,7.0,51.0,2998,2,4,2.0,3,1.0,3,22.0,6.0,5.0,5.0,7.0,6,5,2000,2000,3.0,1.0,7.0,9.0,3.0,513.0,4,3,6.0,4,3,0,6,353.0,1,0.0,403.0,756.0,5.0,5,1,5,768,756,0,1524,0.0,0.0,2,1,2,1,4,4,8,0,0,3.0,2000.0,1,2.0,440.0,3,3,2,0,32,0,0,0,0,0,6,2006,6.0,166000,6,0,0,2280.0
49,912,909250220,50,6.0,65.0,7804,2,4,2.0,3,1.0,3,7.0,6.0,5.0,4.0,2.0,4,3,1928,1950,3.0,1.0,8.0,11.0,2.0,0.0,3,3,2.0,3,3,0,4,622.0,1,0.0,500.0,1122.0,5.0,3,1,5,1328,653,0,1981,1.0,0.0,2,0,4,1,4,7,6,2,3,3.0,1981.0,1,2.0,576.0,3,3,2,431,44,0,0,0,0,0,12,2009,6.0,135000,81,22,0,3103.0
50,2351,527356020,60,6.0,80.0,16692,2,3,2.0,3,1.0,3,17.0,5.0,5.0,4.0,7.0,7,5,1978,1978,3.0,1.0,10.0,11.0,3.0,184.0,3,3,4.0,4,3,0,4,790.0,2,469.0,133.0,1392.0,5.0,3,1,5,1392,1392,0,2784,1.0,0.0,3,1,5,1,4,12,8,2,3,6.0,1978.0,2,2.0,564.0,3,3,2,0,112,0,0,440,519,2000,7,2006,6.0,250000,28,0,0,4176.0
51,330,923226250,160,4.0,21.0,1476,2,4,2.0,3,1.0,3,1.0,6.0,5.0,2.0,7.0,4,7,1970,1970,3.0,1.0,12.0,13.0,2.0,0.0,3,3,4.0,3,3,0,6,176.0,1,0.0,370.0,546.0,5.0,5,1,5,546,546,0,1092,0.0,0.0,1,1,3,1,3,5,8,0,0,2.0,1970.0,0,0.0,0.0,0,0,2,200,26,0,0,0,0,0,3,2010,6.0,76000,40,0,0,1638.0
52,2586,535305120,20,6.0,75.0,10170,2,4,2.0,3,3.0,3,12.0,6.0,5.0,4.0,5.0,6,6,1951,1951,4.0,1.0,6.0,5.0,3.0,522.0,3,3,4.0,3,3,0,1,0.0,1,0.0,216.0,216.0,5.0,3,1,5,1575,0,0,1575,0.0,0.0,1,1,2,1,4,5,8,1,4,6.0,1951.0,1,2.0,400.0,3,3,2,0,0,0,0,0,0,0,6,2006,6.0,155000,55,0,0,1791.0
53,224,905106140,60,6.0,80.0,9364,2,4,2.0,3,3.0,3,9.0,6.0,5.0,4.0,7.0,6,7,1969,1969,3.0,1.0,9.0,10.0,5.0,143.0,3,3,4.0,3,3,0,5,371.0,1,0.0,292.0,663.0,5.0,3,1,5,663,689,0,1352,0.0,0.0,1,1,4,1,3,7,8,0,0,6.0,1969.0,3,1.0,299.0,3,3,2,379,36,0,0,0,0,0,3,2010,6.0,158000,41,0,0,2015.0
